date,home_team,away_team,home_goals,away_goals,sede_ciudad,sede_pais,sede_nombre,odd_home,odd_draw,odd_away,tournament,stadium,MATCH_ID,elo_diff,home_xg,away_xg,home_shots_on,away_shots_on,home_shots_off,away_shots_off,home_possession,away_possession,home_yellow,away_yellow,home_red,away_red,home_corners,away_corners
2021-08-05 00:30:00,Alianza Lima,Academia Cantolao,2.0,1.0,Lima,Peru,Estadio Universidad San Marcos,,,,Liga 1,,20210805_Alianza-Lima_Academia-Cantolao,22.800926024435057,1.11,1.53,3,4,6,9,55.8,44.2,2,2,0,0,3,6
2021-08-06 16:00:00,Deportivo Municipal,Ayacucho FC,0.0,1.0,Lima,Peru,Estadio Alejandro Villanueva,,,,Liga 1,,20210806_Deportivo-Municipal_Ayacucho-FC,35.46054891881931,0.41,1.24,2,4,5,7,50.5,49.5,0,4,0,0,7,6
2021-08-06 20:30:00,Sport Huancayo,Sporting Cristal,1.0,2.0,Lima,Peru,Estadio Alejandro Villanueva,,,,Liga 1,,20210806_Sport-Huancayo_Sporting-Cristal,-33.55880061208745,0.74,0.18,2,2,5,3,46.0,54.0,0,1,0,0,4,5
2021-08-07 18:15:00,Deportivo Binacional,UTC,1.0,0.0,Callao,Peru,Estadio Miguel Grau del Callao,,,,Liga 1,,20210807_Deportivo-Binacional_UTC,11.562164488010012,0.82,0.59,3,0,6,1,41.7,58.3,2,0,0,0,2,2
2021-08-07 20:30:00,César Vallejo,Carlos A. Mannucci,0.0,1.0,Lima,Peru,Estadio Monumental de Lima,,,,Liga 1,,20210807_César-Vallejo_Carlos-A.-Mannucci,11.930877277906802,0.5,1.15,0,3,0,7,58.9,41.1,2,0,0,0,4,2
2021-08-08 16:00:00,Cusco FC,Alianza Atlético,3.0,0.0,San Martin de Porres,Peru,Estadio Alberto Gallardo,,,,Liga 1,,20210808_Cusco-FC_Alianza-Atlético,-8.76663059008797,1.88,1.72,7,4,16,10,46.6,53.4,4,1,0,0,10,4
2021-08-08 18:15:00,Academia Cantolao,Sport Boys,0.0,2.0,Lima,Peru,Estadio Hugo Sotil Yerén,,,,Liga 1,,20210808_Academia-Cantolao_Sport-Boys,-11.629355133443369,2.2,1.19,7,3,13,4,48.3,51.7,1,2,0,1,10,5
2021-08-08 20:30:00,San Martin,Alianza Lima,0.0,2.0,San Martin de Porres,Peru,Estadio Alberto Gallardo,,,,Liga 1,,20210808_San-Martin_Alianza-Lima,-46.026735168967434,1.43,1.44,5,3,10,6,47.0,53.0,0,1,0,0,6,5
2021-08-09 18:15:00,Universitario,Cienciano del Cusco,3.0,1.0,Callao,Peru,Estadio Miguel Grau del Callao,,,,Liga 1,,20210809_Universitario_Cienciano-del-Cusco,1.5577612215136014,1.61,1.02,7,4,17,8,46.7,53.3,2,2,0,0,9,3
2021-08-09 20:30:00,Melgar,Alianza Universidad,3.0,0.0,Lima,Peru,Estadio Hugo Sotil Yerén,,,,Liga 1,,20210809_Melgar_Alianza-Universidad,-1.6328604764833017,0.88,0.1,3,1,7,2,46.6,53.4,2,3,0,0,4,2
2021-08-13 16:00:00,UTC,Cusco FC,2.0,1.0,Lima,Peru,Estadio Monumental de Lima,,,,Liga 1,,20210813_UTC_Cusco-FC,-13.484763278110222,0.31,2.02,2,7,5,13,54.9,45.1,1,1,0,0,2,5
2021-08-13 18:15:00,Alianza Atlético,Melgar,3.0,3.0,Lima,Peru,Estadio Alejandro Villanueva,,,,Liga 1,,20210813_Alianza-Atlético_Melgar,-59.12575921648795,1.56,0.75,3,3,7,6,49.8,50.2,3,3,0,0,5,2
2021-08-13 20:30:00,Carlos A. Mannucci,Deportivo Binacional,3.0,1.0,Lima,Peru,Estadio Monumental de Lima,,,,Liga 1,,20210813_Carlos-A.-Mannucci_Deportivo-Binacional,11.19948178033269,1.61,0.69,6,2,16,3,55.3,44.7,3,7,0,0,11,4
2021-08-14 16:00:00,Sporting Cristal,César Vallejo,0.0,1.0,Callao,Peru,Estadio Miguel Grau del Callao,,,,Liga 1,,20210814_Sporting-Cristal_César-Vallejo,12.107610339690837,0.44,1.58,1,5,3,11,53.2,46.8,0,4,0,0,0,4
2021-08-14 18:15:00,Ayacucho FC,Universitario,1.0,1.0,Lima,Peru,Estadio Hugo Sotil Yerén,,,,Liga 1,,20210814_Ayacucho-FC_Universitario,-9.85721397204702,1.08,1.15,5,4,12,8,51.7,48.3,1,1,0,0,4,5
2021-08-14 20:30:00,Alianza Lima,Deportivo Municipal,1.0,0.0,Callao,Peru,Estadio Miguel Grau del Callao,,,,Liga 1,,20210814_Alianza-Lima_Deportivo-Municipal,21.709370987994816,1.07,0.77,2,4,3,11,48.3,51.7,1,1,0,0,5,7
2021-08-14 23:00:00,Cienciano del Cusco,Sport Huancayo,0.0,0.0,Lima,Peru,Estadio Alejandro Villanueva,,,,Liga 1,,20210814_Cienciano-del-Cusco_Sport-Huancayo,19.315609596323156,0.13,0.85,0,2,1,5,49.4,50.6,1,2,0,0,2,4
2021-08-15 16:00:00,Alianza Universidad,Academia Cantolao,0.0,3.0,San Martin de Porres,Peru,Estadio Alberto Gallardo,,,,Liga 1,,20210815_Alianza-Universidad_Academia-Cantolao,45.97043568425761,1.1,0.39,3,3,6,7,41.8,58.2,1,1,0,0,4,2
2021-08-15 20:30:00,Sport Boys,San Martin,2.0,0.0,San Martin de Porres,Peru,Estadio Alberto Gallardo,,,,Liga 1,,20210815_Sport-Boys_San-Martin,34.445953188218255,1.32,1.03,5,4,12,10,51.3,48.7,2,1,1,0,5,3
2021-08-17 16:00:00,Cusco FC,Carlos A. Mannucci,2.0,3.0,Callao,Peru,Estadio Miguel Grau del Callao,,,,Liga 1,,20210817_Cusco-FC_Carlos-A.-Mannucci,-56.55732269364171,0.89,1.48,3,4,6,10,51.0,49.0,3,2,1,1,7,5
2021-08-17 18:15:00,César Vallejo,Cienciano del Cusco,0.0,1.0,Lima,Peru,Estadio Hugo Sotil Yerén,,,,Liga 1,,20210817_César-Vallejo_Cienciano-del-Cusco,36.90906713126924,1.42,1.34,4,4,11,10,51.2,48.8,0,1,0,0,11,4
2021-08-17 20:30:00,Melgar,UTC,0.0,1.0,Callao,Peru,Estadio Miguel Grau del Callao,,,,Liga 1,,20210817_Melgar_UTC,42.2835472484403,0.2,0.66,1,3,5,5,49.5,50.5,0,4,0,0,6,8
2021-08-18 18:00:00,Sport Huancayo,Ayacucho FC,1.0,1.0,San Martin de Porres,Peru,Estadio Alberto Gallardo,,,,Liga 1,,20210818_Sport-Huancayo_Ayacucho-FC,-34.582464980230725,1.6,0.29,5,1,13,3,51.4,48.6,4,0,0,0,8,7
2021-08-19 00:30:00,Universitario,Alianza Lima,1.0,2.0,Lima,Peru,Estadio Nacional de Lima,,,,Liga 1,,20210819_Universitario_Alianza-Lima,-32.46317227246573,1.11,0.91,3,2,7,6,45.0,55.0,2,3,0,0,2,6
2021-08-19 16:00:00,Alianza Atlético,Alianza Universidad,1.0,2.0,Lima,Peru,Estadio Monumental de Lima,,,,Liga 1,,20210819_Alianza-Atlético_Alianza-Universidad,-21.044621642017773,0.56,0.41,2,2,4,4,44.2,55.8,3,2,0,0,5,6
2021-08-19 20:30:00,San Martin,Academia Cantolao,0.0,2.0,Lima,Peru,Estadio Monumental de Lima,,,,Liga 1,,20210819_San-Martin_Academia-Cantolao,-24.012348761243857,0.33,1.69,2,6,5,13,48.5,51.5,3,4,0,0,2,4
2021-08-21 20:30:00,Carlos A. Mannucci,Melgar,1.0,2.0,San Martin de Porres,Peru,Estadio Alberto Gallardo,,,,Liga 1,,20210821_Carlos-A.-Mannucci_Melgar,26.344418783218316,0.97,0.74,1,3,3,6,50.2,49.8,1,2,0,0,4,5
2021-08-22 16:00:00,Cienciano del Cusco,Deportivo Binacional,2.0,0.0,Lima,Peru,Estadio Hugo Sotil Yerén,,,,Liga 1,,20210822_Cienciano-del-Cusco_Deportivo-Binacional,-1.3011896663758762,1.22,1.24,3,5,5,11,41.9,58.1,0,1,0,0,5,7
2021-08-22 18:15:00,Ayacucho FC,César Vallejo,2.0,1.0,Lima,Peru,Estadio Alejandro Villanueva,,,,Liga 1,,20210822_Ayacucho-FC_César-Vallejo,-8.229796597077438,1.63,0.8,5,3,9,6,52.2,47.8,2,3,0,1,5,6
2021-08-22 20:30:00,Sport Boys,Universitario,0.0,0.0,Lima,Peru,Estadio Hugo Sotil Yerén,,,,Liga 1,,20210822_Sport-Boys_Universitario,10.488350705377115,0.73,0.84,1,3,3,7,56.7,43.3,0,2,0,0,4,3
2021-08-22 23:00:00,Sporting Cristal,Cusco FC,4.0,1.0,Lima,Peru,Estadio Alejandro Villanueva,,,,Liga 1,,20210822_Sporting-Cristal_Cusco-FC,41.80430081495933,1.61,1.15,4,4,9,8,48.3,51.7,1,1,0,0,3,6
2021-08-23 16:00:00,Alianza Universidad,San Martin,1.0,1.0,San Martin de Porres,Peru,Estadio Alberto Gallardo,,,,Liga 1,,20210823_Alianza-Universidad_San-Martin,65.27165454327928,1.75,0.38,7,1,15,3,51.9,48.1,1,3,0,0,3,1
2021-08-23 18:15:00,UTC,Alianza Atlético,3.0,1.0,Callao,Peru,Estadio Miguel Grau del Callao,,,,Liga 1,,20210823_UTC_Alianza-Atlético,37.52421140719753,0.9,0.51,3,1,5,2,52.9,47.1,1,0,1,0,5,2
2021-08-23 20:30:00,Alianza Lima,Sport Huancayo,1.0,1.0,San Martin de Porres,Peru,Estadio Alberto Gallardo,,,,Liga 1,,20210823_Alianza-Lima_Sport-Huancayo,85.91362801014407,1.75,0.48,7,3,15,7,51.7,48.3,0,3,0,0,9,3
2021-08-23 23:00:00,Academia Cantolao,Deportivo Municipal,2.0,1.0,Lima,Peru,Estadio Alejandro Villanueva,,,,Liga 1,,20210823_Academia-Cantolao_Deportivo-Municipal,-9.535112583775572,1.24,0.9,5,3,10,9,50.5,49.5,2,2,0,0,9,7
2021-08-27 16:00:00,Deportivo Binacional,Ayacucho FC,3.0,1.0,Lima,Peru,Estadio Alejandro Villanueva,,,,Liga 1,,20210827_Deportivo-Binacional_Ayacucho-FC,-25.16717603186521,1.86,1.92,6,3,12,5,48.1,51.9,2,0,0,0,7,8
2021-08-27 18:15:00,Melgar,Sporting Cristal,0.0,1.0,Callao,Peru,Estadio Miguel Grau del Callao,,,,Liga 1,,20210827_Melgar_Sporting-Cristal,10.881014660049004,0.57,0.99,0,3,0,8,51.6,48.4,0,1,0,0,3,7
2021-08-27 20:30:00,Cusco FC,Cienciano del Cusco,3.0,0.0,Lima,Peru,Estadio Alejandro Villanueva,,,,Liga 1,,20210827_Cusco-FC_Cienciano-del-Cusco,-53.501668718881774,1.62,1.1,4,3,7,8,46.5,53.5,3,1,1,0,3,6
2021-08-28 16:00:00,Alianza Atlético,Carlos A. Mannucci,2.0,0.0,Lima,Peru,Estadio Hugo Sotil Yerén,,,,Liga 1,,20210828_Alianza-Atlético_Carlos-A.-Mannucci,-77.0464804830865,1.32,0.16,5,1,11,1,55.8,44.2,1,1,0,0,5,0
2021-08-28 18:15:00,UTC,Alianza Universidad,1.0,0.0,Lima,Peru,Estadio Monumental de Lima,,,,Liga 1,,20210828_UTC_Alianza-Universidad,6.868751022888318,1.29,0.52,3,2,6,5,50.6,49.4,4,2,0,0,5,3
2021-08-28 20:30:00,Universitario,Academia Cantolao,2.0,2.0,San Martin de Porres,Peru,Estadio Alberto Gallardo,,,,Liga 1,,20210828_Universitario_Academia-Cantolao,-1.5654872931006594,0.24,0.78,2,3,6,6,44.4,55.6,3,1,0,0,2,4
2021-08-29 16:00:00,Sport Huancayo,Sport Boys,1.0,1.0,San Martin de Porres,Peru,Estadio Alberto Gallardo,,,,Liga 1,,20210829_Sport-Huancayo_Sport-Boys,-38.90432138976348,0.51,1.47,2,2,4,4,45.0,55.0,2,3,0,0,3,1
2021-08-29 18:15:00,Deportivo Municipal,San Martin,2.0,0.0,Callao,Peru,Estadio Miguel Grau del Callao,,,,Liga 1,,20210829_Deportivo-Municipal_San-Martin,41.33388461980462,0.8,0.8,4,4,9,6,51.2,48.8,2,1,0,0,8,6
2021-08-29 20:30:00,César Vallejo,Alianza Lima,0.0,1.0,San Martin de Porres,Peru,Estadio Alberto Gallardo,,,,Liga 1,,20210829_César-Vallejo_Alianza-Lima,-54.85826077369802,1.12,1.08,4,3,8,6,45.2,54.8,1,1,0,0,4,3
2021-09-03 16:30:00,Deportivo Municipal,Sport Boys,0.0,1.0,Lima,Peru,Estadio Monumental de Lima,,,,Liga 1,,20210903_Deportivo-Municipal_Sport-Boys,-11.404762954609396,0.24,1.12,2,2,6,3,44.3,55.7,2,2,0,0,4,7
2021-09-03 20:30:00,Sporting Cristal,San Martin,1.0,1.0,Lima,Peru,Estadio Monumental de Lima,,,,Liga 1,,20210903_Sporting-Cristal_San-Martin,97.33388816770503,1.08,1.35,2,2,4,5,56.2,43.8,1,2,0,0,4,4
2021-09-11 16:00:00,Academia Cantolao,Sport Huancayo,0.0,0.0,Lima,Peru,Estadio Monumental de Lima,,,,Liga 1,,20210911_Academia-Cantolao_Sport-Huancayo,29.313558287238266,1.31,1.16,4,3,9,6,50.5,49.5,2,0,0,0,6,3
2021-09-11 18:15:00,Ayacucho FC,Cusco FC,1.0,3.0,Lima,Peru,Estadio Hugo Sotil Yerén,,,,Liga 1,,20210911_Ayacucho-FC_Cusco-FC,29.179012392326968,0.44,2.25,2,7,2,16,44.8,55.2,2,1,0,0,4,9
2021-09-11 20:30:00,Alianza Universidad,Deportivo Municipal,0.0,3.0,Lima,Peru,Estadio Monumental de Lima,,,,Liga 1,,20210911_Alianza-Universidad_Deportivo-Municipal,8.745636664435779,0.5,1.31,1,3,2,7,52.2,47.8,1,3,0,0,1,2
2021-09-12 16:00:00,Carlos A. Mannucci,UTC,1.0,3.0,Callao,Peru,Estadio Miguel Grau del Callao,,,,Liga 1,,20210912_Carlos-A.-Mannucci_UTC,-8.276786186010895,1.65,0.81,4,3,9,5,47.8,52.2,1,4,0,0,6,4
2021-09-12 18:15:00,Alianza Lima,Deportivo Binacional,3.0,2.0,Lima,Peru,Estadio Hugo Sotil Yerén,,,,Liga 1,,20210912_Alianza-Lima_Deportivo-Binacional,60.93997227398381,1.55,2.03,6,5,15,9,52.0,48.0,1,1,0,0,9,4
2021-09-12 20:30:00,Sporting Cristal,Alianza Atlético,5.0,2.0,Callao,Peru,Estadio Miguel Grau del Callao,,,,Liga 1,,20210912_Sporting-Cristal_Alianza-Atlético,60.11823727420233,1.8,1.2,6,6,12,14,53.9,46.1,1,0,0,0,7,6
2021-09-12 23:00:00,Cienciano del Cusco,Melgar,0.0,1.0,Lima,Peru,Estadio Alejandro Villanueva,,,,Liga 1,,20210912_Cienciano-del-Cusco_Melgar,-21.767482492740555,0.94,0.65,5,2,10,2,50.5,49.5,0,3,0,0,10,2
2021-09-13 18:15:00,Sport Boys,César Vallejo,2.0,2.0,Lima,Peru,Estadio Alejandro Villanueva,,,,Liga 1,,20210913_Sport-Boys_César-Vallejo,34.05454960414204,0.05,1.77,2,6,4,11,52.7,47.3,1,4,0,0,1,7
2021-09-13 20:30:00,San Martin,Universitario,0.0,2.0,San Martin de Porres,Peru,Estadio Alberto Gallardo,,,,Liga 1,,20210913_San-Martin_Universitario,-62.24840615842845,0.71,0.65,3,3,8,4,47.2,52.8,3,0,0,0,6,3
2021-09-17 16:00:00,Alianza Atlético,Cienciano del Cusco,2.0,2.0,San Martin de Porres,Peru,Estadio Alberto Gallardo,,,,Liga 1,,20210917_Alianza-Atlético_Cienciano-del-Cusco,-26.451809587561456,0.95,1.16,5,2,12,6,54.8,45.2,2,2,0,0,11,0
2021-09-17 18:15:00,UTC,Sporting Cristal,1.0,6.0,Lima,Peru,Estadio Hugo Sotil Yerén,,,,Liga 1,,20210917_UTC_Sporting-Cristal,-2.2614771411422225,0.66,1.59,4,7,6,14,49.4,50.6,2,2,0,0,5,5
2021-09-17 20:30:00,Cusco FC,Alianza Lima,0.0,2.0,San Martin de Porres,Peru,Estadio Alberto Gallardo,,,,Liga 1,,20210917_Cusco-FC_Alianza-Lima,-87.59834682575365,0.05,1.45,0,6,0,13,43.6,56.4,3,1,1,0,3,4
2021-09-17 23:00:00,Melgar,Ayacucho FC,1.0,1.0,Lima,Peru,Estadio Alejandro Villanueva,,,,Liga 1,,20210917_Melgar_Ayacucho-FC,42.67791708395157,1.22,0.91,3,3,7,6,51.1,48.9,2,2,0,0,4,4
2021-09-18 16:00:00,Carlos A. Mannucci,Alianza Universidad,1.0,1.0,Lima,Peru,Estadio Monumental de Lima,,,,Liga 1,,20210918_Carlos-A.-Mannucci_Alianza-Universidad,22.705365939887542,2.11,0.27,6,1,13,2,52.2,47.8,0,0,0,0,7,4
2021-09-18 18:15:00,César Vallejo,Academia Cantolao,0.0,0.0,Lima,Peru,Estadio Hugo Sotil Yerén,,,,Liga 1,,20210918_César-Vallejo_Academia-Cantolao,-13.351281861689813,1.39,1.49,3,5,7,9,48.7,51.3,1,3,0,0,5,6
2021-09-18 20:30:00,Deportivo Binacional,Sport Boys,1.0,2.0,Lima,Peru,Estadio Monumental de Lima,,,,Liga 1,,20210918_Deportivo-Binacional_Sport-Boys,-28.638634909187658,0.61,1.06,1,3,2,7,58.5,41.5,2,4,0,0,3,5
2021-09-19 16:00:00,Sport Huancayo,San Martin,3.0,1.0,Callao,Peru,Estadio Miguel Grau del Callao,,,,Liga 1,,20210919_Sport-Huancayo_San-Martin,45.274984333943166,1.25,0.8,5,2,10,5,59.8,40.2,3,2,0,0,2,2
2021-09-19 20:30:00,Universitario,Deportivo Municipal,0.0,2.0,Callao,Peru,Estadio Miguel Grau del Callao,,,,Liga 1,,20210919_Universitario_Deportivo-Municipal,12.209855784403544,1.39,0.96,5,4,12,7,51.8,48.2,2,2,0,0,7,3
2021-09-21 16:00:00,Cienciano del Cusco,UTC,2.0,2.0,Lima,Peru,Estadio Monumental de Lima,,,,Liga 1,,20210921_Cienciano-del-Cusco_UTC,-40.28304524118221,0.77,0.57,2,2,3,4,47.5,52.5,1,2,0,0,3,4
2021-09-21 20:30:00,Ayacucho FC,Alianza Atlético,0.0,1.0,Lima,Peru,Estadio Monumental de Lima,,,,Liga 1,,20210921_Ayacucho-FC_Alianza-Atlético,28.594516515281384,1.2,0.8,4,1,10,2,54.0,46.0,1,0,0,0,3,2
