date,home_team,away_team,home_goals,away_goals,sede_ciudad,sede_pais,sede_nombre,odd_home,odd_draw,odd_away,tournament,stadium,MATCH_ID,elo_diff,home_xg,away_xg,home_shots_on,away_shots_on,home_shots_off,away_shots_off,home_possession,away_possession,home_yellow,away_yellow,home_red,away_red,home_corners,away_corners
2021-08-25 15:00:00,Kaizer Chiefs,Baroka FC,2.0,1.0,Johannesburg,South Africa,FNB Stadium,,,,South African Premier Division,,20210825_Kaizer-Chiefs_Baroka-FC,-12.0,1.29,0.75,5,3,13,5,52.3,47.7,0,4,0,0,2,4
2021-08-25 15:00:00,Maritzburg United,Sekhukhune United FC,0.0,2.0,Pietermaritzburg,South Africa,Harry Gwala Stadium,,,,South African Premier Division,,20210825_Maritzburg-United_Sekhukhune-United-FC,0.0,0.95,0.63,1,2,1,5,47.8,52.2,0,1,0,0,4,4
2021-08-25 15:00:00,Royal AM,Cape Town City FC,1.0,2.0,Durban,South Africa,Chatsworth Stadium,,,,South African Premier Division,,20210825_Royal-AM_Cape-Town-City-FC,-12.0,0.05,1.13,1,4,2,9,52.0,48.0,2,2,0,1,3,7
2021-08-25 15:00:00,Stellenbosch,TS Galaxy FC,1.0,0.0,Stellenbosch,South Africa,Danie Craven Stadium,,,,South African Premier Division,,20210825_Stellenbosch_TS-Galaxy-FC,0.0,0.84,1.5,3,4,5,9,47.3,52.7,3,3,0,0,2,5
2021-09-11 13:00:00,Orlando Pirates,Moroka Swallows,1.0,0.0,Johannesburg,South Africa,Orlando Stadium,,,,South African Premier Division,,20210911_Orlando-Pirates_Moroka-Swallows,-11.586685912933035,0.51,1.58,2,5,5,12,47.6,52.4,1,2,0,0,3,4
2021-09-11 13:00:00,TS Galaxy FC,Golden Arrows,2.0,2.0,Nelspruit,South Africa,Mbombela Stadium,,,,South African Premier Division,,20210911_TS-Galaxy-FC_Golden-Arrows,-11.585699413622933,1.58,1.34,5,4,11,8,40.5,59.5,2,2,1,0,8,5
2021-09-11 15:00:00,Baroka FC,Maritzburg United,0.0,1.0,Polokwane,South Africa,Peter Mokaba Stadium,,,,South African Premier Division,,20210911_Baroka-FC_Maritzburg-United,23.585699413622933,0.5,1.6,2,5,4,11,53.0,47.0,0,2,0,0,5,6
2021-09-11 15:00:00,Sekhukhune United FC,Stellenbosch,1.0,1.0,Johannesburg,South Africa,Emirates Airline Park,,,,South African Premier Division,,20210911_Sekhukhune-United-FC_Stellenbosch,-12.0,0.56,1.19,2,4,5,9,47.9,52.1,1,0,0,0,4,6
2021-09-12 13:00:00,Royal AM,Chippa United,1.0,0.0,Durban,South Africa,Chatsworth Stadium,,,,South African Premier Division,,20210912_Royal-AM_Chippa-United,-35.58569941362293,1.1,0.91,4,2,7,4,49.1,50.9,1,3,0,0,8,1
2021-09-12 15:00:00,Mamelodi Sundowns,Kaizer Chiefs,2.0,0.0,Pretoria,South Africa,Loftus Versfeld Stadium,,,,South African Premier Division,,20210912_Mamelodi-Sundowns_Kaizer-Chiefs,-0.4143005863770668,1.42,1.15,4,5,7,13,47.6,52.4,2,3,0,0,3,6
2021-09-14 15:00:00,AmaZulu,SuperSport United,0.0,0.0,Durban,South Africa,Hollywoodbets Kings Park Stadium,,,,South African Premier Division,,20210914_AmaZulu_SuperSport-United,-23.586685912933035,0.81,1.19,2,3,5,7,54.6,45.4,1,3,0,0,3,1
2021-09-18 13:00:00,Chippa United,Orlando Pirates,1.0,3.0,Gqeberha,South Africa,Nelson Mandela Bay Stadium,,,,South African Premier Division,,20210918_Chippa-United_Orlando-Pirates,-13.21054757592242,0.68,0.63,1,3,4,8,49.9,50.1,4,2,0,0,3,6
2021-09-18 15:00:00,Baroka FC,Sekhukhune United FC,1.0,0.0,Polokwane,South Africa,Peter Mokaba Stadium,,,,South African Premier Division,,20210918_Baroka-FC_Sekhukhune-United-FC,-13.641973310143158,0.05,0.05,1,1,4,2,47.9,52.1,1,2,0,0,1,1
2021-09-18 15:00:00,Cape Town City FC,Stellenbosch,0.0,3.0,Cape Town,South Africa,Athlone Stadium,,,,South African Premier Division,,20210918_Cape-Town-City-FC_Stellenbosch,0.0,0.98,2.14,3,6,8,14,52.8,47.2,4,1,0,0,5,6
2021-09-18 15:00:00,Kaizer Chiefs,Royal AM,1.0,4.0,Johannesburg,South Africa,FNB Stadium,,,,South African Premier Division,,20210918_Kaizer-Chiefs_Royal-AM,10.760884069736676,1.5,1.4,5,4,10,8,46.0,54.0,2,1,0,0,5,7
2021-09-19 13:00:00,Moroka Swallows,SuperSport United,0.0,3.0,Soweto,South Africa,Dobsonville Stadium,,,,South African Premier Division,,20210919_Moroka-Swallows_SuperSport-United,-12.82855086706445,0.51,1.23,0,4,0,9,56.0,44.0,4,1,0,0,1,2
2021-09-19 15:00:00,Mamelodi Sundowns,TS Galaxy FC,3.0,0.0,Pretoria,South Africa,Loftus Versfeld Stadium,,,,South African Premier Division,,20210919_Mamelodi-Sundowns_TS-Galaxy-FC,35.61430180258003,1.11,0.48,4,1,9,3,50.4,49.6,1,0,0,0,4,1
2021-09-22 13:00:00,Golden Arrows,AmaZulu,2.0,2.0,Durban,South Africa,Sugar Ray Xulu Stadium,,,,South African Premier Division,,20210922_Golden-Arrows_AmaZulu,9.54467106090442,1.5,1.71,6,5,15,8,49.0,51.0,2,1,0,1,8,5
2021-09-22 15:00:00,Maritzburg United,Marumo Gallants,1.0,0.0,Pietermaritzburg,South Africa,Harry Gwala Stadium,,,,South African Premier Division,,20210922_Maritzburg-United_Marumo-Gallants,0.3990715510119571,0.09,0.8,1,3,1,6,55.1,44.9,0,1,0,0,4,4
2021-09-24 15:00:00,Moroka Swallows,Cape Town City FC,0.0,0.0,Soweto,South Africa,Dobsonville Stadium,,,,South African Premier Division,,20210924_Moroka-Swallows_Cape-Town-City-FC,-12.370474546485639,0.62,0.49,2,1,5,3,44.5,55.5,1,1,0,0,3,3
2021-09-25 13:00:00,AmaZulu,Baroka FC,1.0,0.0,Durban,South Africa,Hollywoodbets Kings Park Stadium,,,,South African Premier Division,,20210925_AmaZulu_Baroka-FC,-9.272663270274279,1.09,1.13,3,6,8,12,50.3,49.7,1,3,0,0,6,4
2021-09-25 13:00:00,Orlando Pirates,Mamelodi Sundowns,0.0,2.0,Johannesburg,South Africa,Orlando Stadium,,,,South African Premier Division,,20210925_Orlando-Pirates_Mamelodi-Sundowns,-11.25884064974548,0.19,1.76,1,7,3,14,50.9,49.1,1,1,0,0,4,10
2021-09-25 13:00:00,Sekhukhune United FC,Golden Arrows,1.0,1.0,Johannesburg,South Africa,Emirates Airline Park,,,,South African Premier Division,,20210925_Sekhukhune-United-FC_Golden-Arrows,-10.912747922103108,1.95,1.52,6,5,15,10,46.2,53.8,4,2,0,0,6,4
2021-09-25 15:00:00,Stellenbosch,Chippa United,2.0,1.0,Stellenbosch,South Africa,Danie Craven Stadium,,,,South African Premier Division,,20210925_Stellenbosch_Chippa-United,36.3544495264905,0.71,1.09,2,5,4,13,50.5,49.5,0,4,0,0,5,4
2021-09-25 15:00:00,SuperSport United,Maritzburg United,2.0,1.0,Pretoria,South Africa,Lucas Masterpieces Moripe Stadium,,,,South African Premier Division,,20210925_SuperSport-United_Maritzburg-United,22.358424631520393,0.76,1.82,2,7,5,17,48.5,51.5,1,2,0,0,4,11
2021-09-26 13:00:00,Royal AM,TS Galaxy FC,4.0,2.0,Durban,South Africa,Chatsworth Stadium,,,,South African Premier Division,,20210926_Royal-AM_TS-Galaxy-FC,24.384864337968565,1.8,0.65,6,2,13,4,47.4,52.6,1,2,0,0,9,2
2021-09-26 15:00:00,Marumo Gallants,Kaizer Chiefs,0.0,0.0,Polokwane,South Africa,Peter Mokaba Stadium,,,,South African Premier Division,,20210926_Marumo-Gallants_Kaizer-Chiefs,-11.60035816519462,0.5,0.49,1,2,3,3,48.8,51.2,0,0,0,0,4,2
2021-10-02 13:30:00,AmaZulu,Kaizer Chiefs,1.0,1.0,Durban,South Africa,Hollywoodbets Kings Park Stadium,,,,South African Premier Division,,20211002_AmaZulu_Kaizer-Chiefs,14.66286067263104,0.05,1.4,1,5,3,11,48.6,51.4,2,2,0,0,2,5
2021-10-02 13:30:00,Chippa United,SuperSport United,0.0,0.0,Mdantsane,South Africa,Sisa Dukashe Stadium,,,,South African Premier Division,,20211002_Chippa-United_SuperSport-United,-57.904519454925776,0.66,0.8,1,1,2,3,42.1,57.9,0,1,0,0,0,5
2021-10-02 13:30:00,TS Galaxy FC,Sekhukhune United FC,0.0,1.0,Nelspruit,South Africa,Mbombela Stadium,,,,South African Premier Division,,20211002_TS-Galaxy-FC_Sekhukhune-United-FC,-21.853519681572834,0.65,1.71,0,4,1,8,47.9,52.1,3,2,0,0,4,6
2021-10-02 15:00:00,Baroka FC,Stellenbosch,1.0,1.0,Polokwane,South Africa,Peter Mokaba Stadium,,,,South African Premier Division,,20211002_Baroka-FC_Stellenbosch,-47.4115518804349,0.38,1.28,2,3,3,6,48.0,52.0,1,2,1,0,1,4
2021-10-02 15:30:00,Cape Town City FC,Orlando Pirates,1.0,1.0,Cape Town,South Africa,DHL Cape Town Stadium,,,,South African Premier Division,,20211002_Cape-Town-City-FC_Orlando-Pirates,-12.759796386035987,0.76,0.73,2,4,4,8,51.2,48.8,0,0,1,0,6,8
2021-10-03 13:30:00,Golden Arrows,Marumo Gallants,3.0,1.0,Durban,South Africa,Sugar Ray Xulu Stadium,,,,South African Premier Division,,20211003_Golden-Arrows_Marumo-Gallants,21.650726992063028,1.82,0.39,5,2,11,5,49.1,50.9,3,2,0,0,8,3
2021-10-03 13:30:00,Royal AM,Maritzburg United,2.0,1.0,Durban,South Africa,Chatsworth Stadium,,,,South African Premier Division,,20211003_Royal-AM_Maritzburg-United,23.59905580092095,0.69,1.03,2,4,5,8,51.2,48.8,3,1,0,0,8,9
2021-10-03 15:30:00,Mamelodi Sundowns,Moroka Swallows,3.0,0.0,Pretoria,South Africa,Loftus Versfeld Stadium,,,,South African Premier Division,,20211003_Mamelodi-Sundowns_Moroka-Swallows,58.75748935359934,1.18,0.65,5,3,11,7,48.6,51.4,0,1,0,0,1,3
2021-10-16 13:30:00,Sekhukhune United FC,Cape Town City FC,1.0,0.0,Johannesburg,South Africa,Emirates Airline Park,,,,South African Premier Division,,20211016_Sekhukhune-United-FC_Cape-Town-City-FC,-0.03277396040812164,0.13,0.58,1,2,2,5,51.3,48.7,5,2,0,0,4,2
2021-10-16 15:00:00,SuperSport United,Baroka FC,2.0,0.0,Pretoria,South Africa,Lucas Masterpieces Moripe Stadium,,,,South African Premier Division,,20211016_SuperSport-United_Baroka-FC,43.85468793653081,0.71,1.9,3,6,6,13,49.5,50.5,2,3,0,0,3,4
2021-10-16 15:30:00,Kaizer Chiefs,Chippa United,4.0,0.0,Johannesburg,South Africa,FNB Stadium,,,,South African Premier Division,,20211016_Kaizer-Chiefs_Chippa-United,9.670102610522008,1.36,1.95,6,4,12,8,50.2,49.8,1,1,0,0,4,6
2021-10-17 13:30:00,Moroka Swallows,Stellenbosch,1.0,1.0,Soweto,South Africa,Dobsonville Stadium,,,,South African Premier Division,,20211017_Moroka-Swallows_Stellenbosch,-55.05458778259617,0.99,1.35,2,5,5,10,49.7,50.3,3,1,1,0,5,8
2021-10-19 13:30:00,Marumo Gallants,Royal AM,2.0,2.0,Polokwane,South Africa,Peter Mokaba Stadium,,,,South African Premier Division,,20211019_Marumo-Gallants_Royal-AM,-58.780561007146616,1.47,1.22,4,3,8,7,54.3,45.7,0,0,0,0,4,3
2021-10-19 15:30:00,TS Galaxy FC,AmaZulu,0.0,1.0,Nelspruit,South Africa,Mbombela Stadium,,,,South African Premier Division,,20211019_TS-Galaxy-FC_AmaZulu,-46.564217808819876,0.05,1.37,0,4,0,10,49.8,50.2,2,3,0,0,3,3
2021-10-20 13:30:00,Golden Arrows,Mamelodi Sundowns,0.0,1.0,Durban,South Africa,Sugar Ray Xulu Stadium,,,,South African Premier Division,,20211020_Golden-Arrows_Mamelodi-Sundowns,-46.657010599905334,0.99,0.97,2,3,5,8,52.7,47.3,2,0,0,0,4,6
2021-10-20 15:30:00,Maritzburg United,Orlando Pirates,0.0,0.0,Pietermaritzburg,South Africa,Harry Gwala Stadium,,,,South African Premier Division,,20211020_Maritzburg-United_Orlando-Pirates,-33.09331706686271,1.22,0.92,4,2,9,3,48.4,51.6,0,1,0,0,4,2
2021-10-23 13:30:00,Maritzburg United,TS Galaxy FC,1.0,0.0,Pietermaritzburg,South Africa,Harry Gwala Stadium,,,,South African Premier Division,,20211023_Maritzburg-United_TS-Galaxy-FC,34.70500152608247,0.93,1.23,2,4,5,8,48.1,51.9,1,2,0,0,3,7
2021-10-23 15:30:00,Cape Town City FC,Golden Arrows,4.0,3.0,Cape Town,South Africa,DHL Cape Town Stadium,,,,South African Premier Division,,20211023_Cape-Town-City-FC_Golden-Arrows,-11.736363099633536,1.84,1.61,6,5,14,11,43.8,56.2,2,1,0,0,6,5
2021-10-24 13:30:00,Chippa United,Moroka Swallows,0.0,0.0,Mdantsane,South Africa,Sisa Dukashe Stadium,,,,South African Premier Division,,20211024_Chippa-United_Moroka-Swallows,-12.740479087685344,0.05,1.98,0,7,0,15,52.9,47.1,1,0,0,0,2,3
2021-10-24 15:30:00,SuperSport United,Kaizer Chiefs,1.0,2.0,Pretoria,South Africa,Lucas Masterpieces Moripe Stadium,,,,South African Premier Division,,20211024_SuperSport-United_Kaizer-Chiefs,43.09835511498545,1.42,0.98,3,3,8,8,50.5,49.5,3,2,0,0,2,2
2021-10-27 13:30:00,Stellenbosch,Marumo Gallants,1.0,0.0,Stellenbosch,South Africa,Danie Craven Stadium,,,,South African Premier Division,,20211027_Stellenbosch_Marumo-Gallants,63.234937267208124,0.52,0.62,1,3,4,7,47.9,52.1,1,1,0,0,5,3
2021-10-27 15:30:00,Sekhukhune United FC,AmaZulu,2.0,0.0,Johannesburg,South Africa,Emirates Airline Park,,,,South African Premier Division,,20211027_Sekhukhune-United-FC_AmaZulu,-0.6184556356033681,1.7,1.29,5,4,11,12,54.8,45.2,1,1,0,0,3,6
2021-10-28 15:30:00,Orlando Pirates,Royal AM,1.0,1.0,Johannesburg,South Africa,Orlando Stadium,,,,South African Premier Division,,20211028_Orlando-Pirates_Royal-AM,-12.006577075863788,1.47,1.64,2,2,4,6,47.2,52.8,0,4,1,0,7,2
2021-11-02 13:30:00,Kaizer Chiefs,Stellenbosch,0.0,1.0,Johannesburg,South Africa,FNB Stadium,,,,South African Premier Division,,20211102_Kaizer-Chiefs_Stellenbosch,-27.38002449299347,0.85,1.73,2,5,5,11,44.3,55.7,2,3,0,0,4,8
2021-11-02 15:00:00,Golden Arrows,Moroka Swallows,0.0,0.0,Durban,South Africa,Princess Magogo Stadium,,,,South African Premier Division,,20211102_Golden-Arrows_Moroka-Swallows,7.830648174339331,1.87,0.55,6,1,10,3,55.5,44.5,2,3,0,0,4,2
2021-11-02 15:00:00,TS Galaxy FC,Baroka FC,2.0,1.0,Nelspruit,South Africa,Mbombela Stadium,,,,South African Premier Division,,20211102_TS-Galaxy-FC_Baroka-FC,-44.04337060192415,0.95,1.21,5,2,9,6,49.5,50.5,1,3,0,0,3,3
2021-11-02 15:30:00,Orlando Pirates,Sekhukhune United FC,2.0,1.0,Johannesburg,South Africa,Orlando Stadium,,,,South African Premier Division,,20211102_Orlando-Pirates_Sekhukhune-United-FC,-12.835972776631479,1.49,0.41,4,3,9,7,48.8,51.2,0,1,0,0,5,5
2021-11-02 15:30:00,Royal AM,SuperSport United,2.0,1.0,Durban,South Africa,Chatsworth Stadium,,,,South African Premier Division,,20211102_Royal-AM_SuperSport-United,-7.487140912587847,0.72,1.39,2,7,4,15,47.9,52.1,0,1,1,0,3,17
2021-11-03 15:00:00,Cape Town City FC,Chippa United,1.0,0.0,Cape Town,South Africa,DHL Cape Town Stadium,,,,South African Premier Division,,20211103_Cape-Town-City-FC_Chippa-United,32.76548832841104,0.37,0.86,1,5,3,9,54.6,45.4,0,2,0,0,1,3
2021-11-03 15:30:00,Mamelodi Sundowns,Maritzburg United,1.0,0.0,Pretoria,South Africa,Loftus Versfeld Stadium,,,,South African Premier Division,,20211103_Mamelodi-Sundowns_Maritzburg-United,76.45820386507921,0.56,0.26,2,0,3,0,51.1,48.9,2,2,0,0,5,0
2021-11-04 13:30:00,AmaZulu,Marumo Gallants,0.0,0.0,Durban,South Africa,King Goodwill Zwelithini Stadium,,,,South African Premier Division,,20211104_AmaZulu_Marumo-Gallants,42.41784695256297,1.43,0.51,6,1,13,2,63.3,36.7,0,3,1,0,8,2
2021-11-05 15:30:00,SuperSport United,TS Galaxy FC,2.0,1.0,Pretoria,South Africa,Lucas Masterpieces Moripe Stadium,,,,South African Premier Division,,20211105_SuperSport-United_TS-Galaxy-FC,69.63203034015532,1.73,0.67,7,1,13,3,56.8,43.2,2,3,0,0,8,0
2021-11-06 13:30:00,Kaizer Chiefs,Orlando Pirates,2.0,1.0,Johannesburg,South Africa,FNB Stadium,,,,South African Premier Division,,20211106_Kaizer-Chiefs_Orlando-Pirates,-20.97115760022939,1.38,0.98,5,4,11,10,46.7,53.3,1,3,0,0,6,8
2021-11-06 15:00:00,Stellenbosch,Golden Arrows,0.0,0.0,Stellenbosch,South Africa,Danie Craven Stadium,,,,South African Premier Division,,20211106_Stellenbosch_Golden-Arrows,65.05870014464654,2.1,0.87,6,2,14,3,51.4,48.6,2,1,0,0,4,2
2021-11-07 13:30:00,Chippa United,Maritzburg United,0.0,0.0,Gqeberha,South Africa,Nelson Mandela Bay Stadium,,,,South African Premier Division,,20211107_Chippa-United_Maritzburg-United,-24.562352231260093,1.19,0.37,3,1,6,1,53.4,46.6,1,3,1,0,5,2
2021-11-07 13:30:00,Moroka Swallows,Sekhukhune United FC,0.0,1.0,Soweto,South Africa,Dobsonville Stadium,,,,South African Premier Division,,20211107_Moroka-Swallows_Sekhukhune-United-FC,-31.77678883052181,0.93,0.57,3,2,9,2,43.4,56.6,1,4,0,0,6,3
2021-11-07 13:30:00,Royal AM,Baroka FC,1.0,1.0,Durban,South Africa,Chatsworth Stadium,,,,South African Premier Division,,20211107_Royal-AM_Baroka-FC,69.64484744946503,0.71,0.89,1,2,2,3,50.4,49.6,1,1,0,0,4,4
2021-11-07 15:30:00,Marumo Gallants,Mamelodi Sundowns,0.0,4.0,Polokwane,South Africa,Peter Mokaba Stadium,,,,South African Premier Division,,20211107_Marumo-Gallants_Mamelodi-Sundowns,-116.98414100299578,1.12,0.86,2,4,3,8,39.6,60.4,2,2,0,0,4,6
2021-11-07 16:00:00,AmaZulu,Cape Town City FC,2.0,0.0,Durban,South Africa,Moses Mabhida Stadium,,,,South African Premier Division,,20211107_AmaZulu_Cape-Town-City-FC,-12.168108238733794,0.73,0.74,5,3,11,9,55.3,44.7,0,1,0,1,9,3
2021-11-20 13:30:00,Golden Arrows,Orlando Pirates,0.0,0.0,Durban,South Africa,Princess Magogo Stadium,,,,South African Premier Division,,20211120_Golden-Arrows_Orlando-Pirates,-21.592685378851684,0.37,0.54,1,3,4,5,52.5,47.5,1,0,0,0,3,5
2021-11-20 13:30:00,Stellenbosch,AmaZulu,2.0,2.0,Stellenbosch,South Africa,Danie Craven Stadium,,,,South African Premier Division,,20211120_Stellenbosch_AmaZulu,38.36943467119772,0.97,1.17,4,2,7,5,51.4,48.6,0,3,0,1,6,2
2021-11-20 15:00:00,Baroka FC,Chippa United,0.0,1.0,Polokwane,South Africa,Peter Mokaba Stadium,,,,South African Premier Division,,20211120_Baroka-FC_Chippa-United,9.704851113310042,0.19,2.15,0,7,0,17,47.9,52.1,2,2,0,0,2,7
2021-11-20 15:00:00,SuperSport United,Marumo Gallants,1.0,2.0,Pretoria,South Africa,Lucas Masterpieces Moripe Stadium,,,,South African Premier Division,,20211120_SuperSport-United_Marumo-Gallants,75.6866911069958,1.13,1.68,4,4,7,6,57.9,42.1,1,2,0,1,8,5
2021-11-20 15:30:00,Cape Town City FC,Mamelodi Sundowns,0.0,0.0,Cape Town,South Africa,DHL Cape Town Stadium,,,,South African Premier Division,,20211120_Cape-Town-City-FC_Mamelodi-Sundowns,-85.83951751199334,0.1,1.14,0,3,0,6,51.9,48.1,1,0,0,0,0,7
2021-11-20 15:30:00,Sekhukhune United FC,Royal AM,1.0,0.0,Johannesburg,South Africa,Emirates Airline Park,,,,South African Premier Division,,20211120_Sekhukhune-United-FC_Royal-AM,-9.763985530363243,1.13,0.46,3,0,7,0,49.3,50.7,0,2,0,0,2,0
2021-11-21 13:30:00,TS Galaxy FC,Moroka Swallows,1.0,0.0,Nelspruit,South Africa,Mbombela Stadium,,,,South African Premier Division,,20211121_TS-Galaxy-FC_Moroka-Swallows,-30.5631384247431,1.38,0.89,3,3,7,5,47.5,52.5,2,2,1,0,4,4
2021-11-21 17:00:00,Maritzburg United,Kaizer Chiefs,0.0,1.0,Pietermaritzburg,South Africa,Harry Gwala Stadium,,,,South African Premier Division,,20211121_Maritzburg-United_Kaizer-Chiefs,-34.86683409595162,1.05,1.68,3,6,8,11,51.6,48.4,1,2,0,0,3,8
2021-11-24 15:00:00,Marumo Gallants,Maritzburg United,0.0,0.0,Polokwane,South Africa,Peter Mokaba Stadium,,,,South African Premier Division,,20211124_Marumo-Gallants_Maritzburg-United,-3.609170922627527,0.81,0.69,4,2,9,5,52.8,47.2,1,2,0,0,4,4
2021-11-24 15:30:00,Kaizer Chiefs,AmaZulu,1.0,1.0,Johannesburg,South Africa,FNB Stadium,,,,South African Premier Division,,20211124_Kaizer-Chiefs_AmaZulu,13.301333784850385,1.01,0.57,3,1,8,3,47.1,52.9,1,0,0,0,2,1
2021-11-24 15:30:00,Mamelodi Sundowns,SuperSport United,2.0,2.0,Pretoria,South Africa,Loftus Versfeld Stadium,,,,South African Premier Division,,20211124_Mamelodi-Sundowns_SuperSport-United,69.17625556255803,2.29,0.84,7,2,14,4,57.8,42.2,0,2,0,0,5,7
2021-11-24 15:30:00,Stellenbosch,Orlando Pirates,0.0,3.0,Stellenbosch,South Africa,Danie Craven Stadium,,,,South African Premier Division,,20211124_Stellenbosch_Orlando-Pirates,38.44867395381107,1.26,1.03,4,3,10,5,50.2,49.8,1,2,0,0,7,4
2021-11-27 13:30:00,Mamelodi Sundowns,Sekhukhune United FC,2.0,0.0,Pretoria,South Africa,Tuks Stadium,,,,South African Premier Division,,20211127_Mamelodi-Sundowns_Sekhukhune-United-FC,44.641819221677906,1.49,1.44,4,5,9,12,53.5,46.5,3,2,0,0,2,5
2021-11-27 13:30:00,TS Galaxy FC,Cape Town City FC,2.0,2.0,Nelspruit,South Africa,Mbombela Stadium,,,,South African Premier Division,,20211127_TS-Galaxy-FC_Cape-Town-City-FC,-50.40750657526246,0.74,1.1,2,5,4,12,46.4,53.6,3,2,0,0,0,8
2021-11-28 13:30:00,Golden Arrows,Baroka FC,3.0,2.0,Durban,South Africa,Princess Magogo Stadium,,,,South African Premier Division,,20211128_Golden-Arrows_Baroka-FC,35.04197452170388,1.83,1.62,5,6,12,13,53.4,46.6,2,2,0,0,10,8
2021-11-28 13:30:00,Moroka Swallows,Kaizer Chiefs,1.0,3.0,Soweto,South Africa,Dobsonville Stadium,,,,South African Premier Division,,20211128_Moroka-Swallows_Kaizer-Chiefs,-69.8783714819026,0.64,0.63,2,3,4,5,50.8,49.2,1,2,0,0,3,10
2021-11-28 13:30:00,Royal AM,Stellenbosch,1.0,0.0,Durban,South Africa,Chatsworth Stadium,,,,South African Premier Division,,20211128_Royal-AM_Stellenbosch,-15.375777142871357,1.23,0.52,3,3,7,8,48.0,52.0,1,0,0,1,2,6
2021-11-28 15:30:00,Maritzburg United,AmaZulu,1.0,1.0,Pietermaritzburg,South Africa,Harry Gwala Stadium,,,,South African Premier Division,,20211128_Maritzburg-United_AmaZulu,-43.748877093947385,1.81,0.6,5,4,11,7,46.8,53.2,3,3,0,0,6,2
2021-12-01 15:15:00,Marumo Gallants,TS Galaxy FC,3.0,1.0,Polokwane,South Africa,Peter Mokaba Stadium,,,,South African Premier Division,,20211201_Marumo-Gallants_TS-Galaxy-FC,13.115109197168522,1.95,1.03,6,4,14,9,54.0,46.0,2,1,0,0,7,3
