date,home_team,away_team,home_goals,away_goals,odd_home,odd_draw,odd_away,odd_home_pin,odd_draw_pin,odd_away_pin,tournament,stadium,MATCH_ID,elo_diff,home_xg,away_xg,home_shots_on,away_shots_on,home_shots_off,away_shots_off,home_possession,away_possession,home_yellow,away_yellow,home_red,away_red,home_corners,away_corners
2018-10-20,Sao Paulo,Athletico-PR,0.0,0.0,2.15,3.03,3.7,2.18,3.08,4.01,Brasileirão Serie A,,20181020_Sao-Paulo_Athletico-PR,-32.37580605577773,0.96,0.26,3,2,6,4,48.4,51.6,2,0,0,0,3,4
2018-10-20,Sport Recife,Vasco,2.0,1.0,2.69,3.11,2.7,2.77,3.17,2.83,Brasileirão Serie A,,20181020_Sport-Recife_Vasco,-33.80824162545355,0.93,1.73,5,7,13,16,47.9,52.1,2,2,0,0,3,7
2018-10-21,Cruzeiro,Chapecoense-SC,3.0,0.0,1.56,3.72,6.45,1.57,3.96,6.73,Brasileirão Serie A,,20181021_Cruzeiro_Chapecoense-SC,10.904547683969213,1.05,0.64,3,2,5,6,54.8,45.2,3,0,0,0,4,2
2018-10-21,Fluminense,Atletico-MG,1.0,0.0,2.47,3.14,2.93,2.51,3.26,3.07,Brasileirão Serie A,,20181021_Fluminense_Atletico-MG,-8.774261839432711,0.93,0.83,3,3,7,7,46.1,53.9,3,3,0,0,3,6
2018-10-21,Palmeiras,Ceara,2.0,1.0,1.39,4.21,9.3,1.39,4.41,10.51,Brasileirão Serie A,,20181021_Palmeiras_Ceara,43.535970498010784,0.71,1.4,3,5,6,11,52.6,47.4,0,0,0,0,6,9
2018-10-21,Parana,Flamengo RJ,0.0,4.0,7.59,3.83,1.49,7.98,3.99,1.51,Brasileirão Serie A,,20181021_Parana_Flamengo-RJ,-90.67100470897026,0.05,1.51,1,5,3,9,41.7,58.3,2,1,0,0,4,5
2018-10-21,Vitoria,Corinthians,2.0,2.0,2.41,2.93,3.27,2.45,3.03,3.42,Brasileirão Serie A,,20181021_Vitoria_Corinthians,9.692060462515656,1.22,0.92,4,4,10,6,52.9,47.1,1,1,1,0,3,4
2018-10-23,Internacional,Santos,2.0,2.0,1.81,3.25,4.91,1.81,3.41,5.3,Brasileirão Serie A,,20181023_Internacional_Santos,-13.84666920316431,0.76,0.88,2,4,4,9,38.7,61.3,5,2,0,0,2,4
2018-10-24,Cruzeiro,Ceara,0.0,2.0,1.61,3.61,6.08,1.63,3.66,6.73,Brasileirão Serie A,,20181024_Cruzeiro_Ceara,-19.87623945698283,1.06,1.14,2,3,4,6,49.7,50.3,1,1,0,0,2,4
2018-10-26,Vitoria,Sao Paulo,0.0,1.0,3.12,3.18,2.32,3.2,3.26,2.42,Brasileirão Serie A,,20181026_Vitoria_Sao-Paulo,-2.211644661256514,1.01,0.77,4,1,8,3,45.1,54.9,3,1,0,0,3,4
2018-10-27,Chapecoense-SC,America MG,1.0,0.0,1.98,3.1,4.25,2.0,3.16,4.59,Brasileirão Serie A,,20181027_Chapecoense-SC_America-MG,-21.273973338870064,0.93,0.45,2,0,4,1,46.8,53.2,2,2,1,0,4,1
2018-10-27,Corinthians,Bahia,2.0,1.0,2.08,3.0,4.01,2.21,2.94,4.18,Brasileirão Serie A,,20181027_Corinthians_Bahia,-34.03138676829394,0.36,0.45,2,2,6,5,41.4,58.6,1,1,0,0,4,4
2018-10-27,Flamengo RJ,Palmeiras,1.0,1.0,2.15,3.06,3.7,2.22,3.08,3.89,Brasileirão Serie A,,20181027_Flamengo-RJ_Palmeiras,-52.539273294573604,1.22,0.37,3,2,7,4,43.6,56.4,4,2,0,0,3,4
2018-10-27,Gremio,Sport Recife,3.0,4.0,1.6,3.75,5.73,1.63,3.89,6.05,Brasileirão Serie A,,20181027_Gremio_Sport-Recife,31.02300675054562,0.23,1.87,3,6,8,14,44.3,55.7,0,2,0,0,3,9
2018-10-27,Santos,Fluminense,3.0,0.0,1.36,4.43,9.73,1.38,4.58,9.98,Brasileirão Serie A,,20181027_Santos_Fluminense,21.677574380399165,1.58,0.78,6,1,13,1,44.8,55.2,1,6,0,0,5,3
2018-10-27,Vasco,Internacional,1.0,1.0,3.01,3.21,2.38,3.11,3.38,2.42,Brasileirão Serie A,,20181027_Vasco_Internacional,-30.10822702724886,1.18,2.39,2,9,4,20,48.0,52.0,2,1,0,0,4,10
2018-10-28,Athletico-PR,Botafogo RJ,2.0,1.0,1.88,3.32,4.45,1.9,3.28,4.92,Brasileirão Serie A,,20181028_Athletico-PR_Botafogo-RJ,11.281222040984858,0.39,1.23,2,4,4,12,56.8,43.2,0,1,0,0,3,6
2018-10-28,Cruzeiro,Parana,3.0,1.0,1.3,5.13,10.36,1.29,5.46,11.38,Brasileirão Serie A,,20181028_Cruzeiro_Parana,65.35062760831738,1.82,1.2,6,3,11,6,51.3,48.7,4,2,0,0,6,3
2018-10-29,Ceara,Atletico-MG,2.0,1.0,2.4,3.1,3.07,2.46,3.19,3.22,Brasileirão Serie A,,20181029_Ceara_Atletico-MG,38.57024729029058,1.4,1.22,7,3,15,7,47.7,52.3,0,3,0,0,8,5
2018-11-03,Atletico-MG,Gremio,0.0,1.0,2.17,3.17,3.46,2.21,3.24,3.7,Brasileirão Serie A,,20181103_Atletico-MG_Gremio,-15.657810883330512,1.43,1.56,4,4,8,7,50.6,49.4,2,1,1,0,5,4
2018-11-03,Fluminense,Vasco,0.0,1.0,2.79,3.07,2.64,2.82,3.15,2.79,Brasileirão Serie A,,20181103_Fluminense_Vasco,9.03177475646521,1.25,0.96,5,4,10,8,60.0,40.0,0,3,0,0,9,6
2018-11-03,Palmeiras,Santos,3.0,2.0,1.91,3.22,4.32,1.94,3.34,4.57,Brasileirão Serie A,,20181103_Palmeiras_Santos,41.237777703185884,1.1,1.75,3,5,8,11,53.4,46.6,3,2,0,0,10,2
2018-11-04,America MG,Cruzeiro,1.0,2.0,3.94,2.96,2.11,4.15,3.04,2.16,Brasileirão Serie A,,20181104_America-MG_Cruzeiro,-24.066291820093966,0.73,0.59,2,2,4,3,46.6,53.4,2,1,0,1,5,2
2018-11-04,Bahia,Chapecoense-SC,1.0,0.0,1.64,3.5,5.86,1.64,3.66,6.48,Brasileirão Serie A,,20181104_Bahia_Chapecoense-SC,10.355347423806506,0.5,0.71,1,3,1,7,54.2,45.8,2,3,0,0,3,1
2018-11-04,Botafogo RJ,Corinthians,1.0,0.0,2.05,3.08,3.97,2.09,3.13,4.26,Brasileirão Serie A,,20181104_Botafogo-RJ_Corinthians,5.316813356530702,0.29,1.43,3,4,6,10,53.0,47.0,0,2,0,0,2,6
2018-11-04,Internacional,Athletico-PR,2.0,1.0,1.51,3.88,6.94,1.52,4.01,7.59,Brasileirão Serie A,,20181104_Internacional_Athletico-PR,-4.86709070986808,1.22,0.61,4,3,9,6,48.4,51.6,1,2,0,0,7,3
2018-11-04,Parana,Vitoria,1.0,1.0,3.2,3.06,2.35,3.28,3.13,2.46,Brasileirão Serie A,,20181104_Parana_Vitoria,-51.611050948713,0.53,1.23,2,3,4,6,47.4,52.6,1,1,0,0,4,3
2018-11-04,Sao Paulo,Flamengo RJ,2.0,2.0,2.8,3.04,2.64,2.9,3.16,2.71,Brasileirão Serie A,,20181104_Sao-Paulo_Flamengo-RJ,-42.44622428642788,0.83,1.85,4,5,10,9,49.4,50.6,0,1,0,0,1,5
2018-11-05,Sport Recife,Ceara,1.0,0.0,2.19,3.11,3.49,2.24,3.14,3.75,Brasileirão Serie A,,20181105_Sport-Recife_Ceara,-49.14468022920528,0.81,0.85,5,3,12,6,47.8,52.2,0,1,0,0,7,1
